identifier	project_id	status	title
SMA-34869	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18]
SMA-34652	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	[Campaign 2026-07-16] vpvr-funding-carry-asym (Sharpe>=1, ann>=15%) — smark APPROVED
SMA-35032		done	[smark-decision-cycle 2026-07-19]
SMA-34995		done	[escalation-router 2026-07-19 01:37+08 · no-op] sweep #176 — 0 fresh ESCALATE-TO-SMARK markers since #173 (SMA-34988, done 22:47:42+08); #174 (SMA-34993 in_review) and #175 (SMA-34994 todo) already no-op'd; 0 failed; 12 already-routed durable skipped
SMA-34988		done	[escalation-router 2026-07-18 22:37+08 · no-op] sweep #173 — 0 fresh ESCALATE-TO-SMARK since #172 (1h cadence)
SMA-34974		done	[ops] investigate 00589faa model binding — identify wrong model name in runtime config + caocao gateway route table (unblocks 5+ stalled in_progress + SMA-34971)
SMA-34971		done	[BUG] agent 00589faa (multica-code) 403 model-not-allowed — fix model binding
SMA-34965		done	[smark-decision-cycle 2026-07-18 17:00] 0 resolved / 0 escalated / 4 untouched (no high todo; 12 in_progress + 37 in_review + 1 blocked + 1 urgent backlog)
SMA-34964		cancelled	[SMA-34958] U9 — mtf_xs_pairs H3 sizing tune on LIVE survivor (BTC+SOL pair; σ-target + Kelly + DD throttle)
SMA-34955	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	U9 — mtf_xs_pairs H3 sizing fix (PF≥1.5 lift on LIVE survivor)
SMA-34954	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[escalation-router 2026-07-18 15:37+08 · no-op] sweep — 0 fresh ESCALATE-TO-SMARK markers since 14:37+08
SMA-34952	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] U5 — funding_carry backtest on ETH & SOL 1m with REAL data
SMA-34951	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] U7: mtf_xs_pairs ETH leg — extend H3 spec to ETH pairs
SMA-34938	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[smark-decision-cycle 2026-07-18 13:00] 0 resolved / 0 escalated / 11 untouched (5 in_progress + 6 in_review high; no fresh todo)
SMA-34937	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] Draft live-paper trading connector spec for Binance USD-M perps
SMA-34936	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	U9 mtf_xs_pairs H3 sizing fix (PF/capital deployment on LIVE survivor)
SMA-34934	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	U7 mtf_xs_pairs ETH leg of mtf z-score
SMA-34920	d1f4d321-98ed-459d-b3d4-ceacbde591ab	done	Parameter-sweep top OOS vpvr_funding variant: funding threshold (0.02-0.08) × VPVR lookback (20-60 sessions) on 15m BTC
SMA-34895	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[smark-decision-cycle 2026-07-18]
SMA-34872	99e0c1c1-350c-44de-9597-4bcea7517d9e	done	[quant] REAL gap: live_data/ pool sparse — backfill SOL 1h/15m/4h + ETH 15m/4h + replace BTCUSD_4h symlink
SMA-35068		in_review	[escalation-router 2026-07-19 23:37+08 · no-op] sweep #190 — 0 fresh ESCALATE-TO-SMARK since #189
SMA-35067		in_progress	[P0] in-house backtester phantom returns for xs_pairs_30m_funding_filter family — 4 KILLed
SMA-35052	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[graph-janitor 2026-07-19 17:09+08] run a02ed23b — orphan scan + edge audit
SMA-35031		done	[escalation-router 2026-07-19]
SMA-35016		cancelled	[graph-janitor 2026-07-19 04]
SMA-35011		done	[ops] caocao gateway down: .100 unreachable, 18091 forward dead — all Claude-runtime agents blocked
SMA-35010		done	[escalation-router 2026-07-19]
SMA-35009		done	[data-gap] Resample perp 1m parquet to 2h (BTC/ETH/SOL) — unblocks SMA-34966 G5 CV + SMA-34991 multi-TF VPVR
SMA-35008	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	[SMA-35002.GATES] Pre-SPEC gates A-F: prior-content falsification before any backtest
SMA-35007		done	[data-gap] Fetch aggTrades for perp futures universe — unblocks SMA-34992 large-order+iceberg tape-reading
SMA-34994		done	[escalation-router 2026-07-19]
SMA-34993		done	[escalation-router 2026-07-18]
SMA-34970	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	[need-smark-decision: token-plan-quota-block] vpvr-funding-carry-asym 配额阻断 48h+ — smark 二选一 (top-up / stale-stop)
SMA-34959	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	[SMA-34915.A] Finalize freqtrade adapter + 1-window smoke test
SMA-34958	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[escalation-router 2026-07-18 16:37+08 · no-op] 0 fresh ESCALATE-TO-SMARK since sweep #167 (SMA-34954); 10 already-routed inherited — sweep #168
SMA-34957	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] U5 cycle-46 rebuild: funding_carry non-carry axis on ETH/SOL 1m
SMA-34950	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] U7 mtf_xs_pairs ETH leg — H3 framework on BTC+ETH/ETH-solo (ledger gap; H3 BTC+SOL is LIVE, ETH leg never tested in mtf family)
SMA-34948	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[smark-decision-cycle 2026-07-18 15:00] 0 resolved / 0 escalated / 0 untouched (no priority=high todo; 1 low already routed to smark)
SMA-34947	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[U5] funding_carry ETH/SOL 1m with real data — backtest dispatch
SMA-34946	3bfac0d2-f958-4cba-91d6-c3c7902b1b6c	done	U5: funding_carry ETH/SOL 1m with real data — backtest hypothesis test
SMA-34942	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[escalation-router 2026-07-18 13:37+08 · no-op] sweep — 0 fresh ESCALATE-TO-SMARK sources since sweep #164 [SMA-34931] (12:37+08 · cutoff 04:37:20Z); 1 self-nudge on SMA-34717 already-routed (parent=SMA-2951) — sweep #165
SMA-34921	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	Strategy correlation audit: pairwise daily-return correlation across vpvr_funding variants; flag redundant ones for merge
SMA-34912	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[dispatch 2026-07-18] Portfolio-level backtest: combine top 2 OOS strategies
SMA-34871	99e0c1c1-350c-44de-9597-4bcea7517d9e	done	Backfill live_data/ pool: SOL 1h/15m/4h + ETH 15m/4h + replace BTCUSD_4h symlink with BTCUSDT_4h
SMA-34752	d1f4d321-98ed-459d-b3d4-ceacbde591ab	done	[B3-backtest] vpvr_funding_aware_v1_20260711
SMA-30199	915627d9-d97a-440d-9e50-47c46dcb0eb6	in_review	[SPEC v1] Strategy Development Spec — anchors 11-gate pipeline
SMA-35073		in_progress	[escalation-router 2026-07-20]
SMA-35071		in_review	[escalation-router 2026-07-20 00:37+08 · no-op] sweep #191 — 0 fresh ESCALATE-TO-SMARK since #190
SMA-35070	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[graph-janitor 2026-07-20 00:09+08] run — orphan scan + edge audit
SMA-35066		cancelled	[escalation-router 2026-07-19]
SMA-35065	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[graph-janitor 2026-07-19] run — orphan scan + cross-project parent audit
SMA-35064		done	[escalation-router 2026-07-19 21:37+08 · no-op] sweep #189 — 0 fresh; DB reflection unavailable
SMA-35063		done	[smark-decision-cycle 2026-07-19 21:00] done: 0 in-scope, 2 stale-cycle cleanups
SMA-35061		done	[escalation-router 2026-07-19 20:37+08 · no-op] sweep #188 — 0 fresh unrouted; SMA-35062 W5 evidence-gate path
SMA-35059		done	[escalation-router 2026-07-19 19:37+08 · no-op] sweep #187 — 0 fresh unrouted (SMA-35054 W5 evidence-gate path unchanged since #186)
SMA-35058	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[graph-janitor 2026-07-19] run 8383c682 — orphan scan + edge audit
SMA-35057		done	[smark-decision-cycle 2026-07-19 19:00] high-todo sweep
SMA-35056		done	[escalation-router 2026-07-19]
SMA-35053		done	[escalation-router 2026-07-19 17:37] no-op: 0 fresh ESCALATE-TO-SMARK markers (sweep #185)
SMA-35051		done	[smark-decision-cycle 2026-07-19]
SMA-35050		done	[escalation-router 2026-07-19 16:37] no-op: 0 fresh ESCALATE-TO-SMARK markers (sweep #184)
SMA-35049		done	[framework-validate 2026-07-19 15:37+08] vpvr_carry_term_8h_20260711 × freqtrade 2026.6 — W5 AUTO-ARCHIVE (NOT-PROFITABLE, sharpe div 1479%)
SMA-35048		done	[escalation-router 2026-07-19]
SMA-35046	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[graph-janitor 2026-07-19] run dbf29bad — orphan scan + edge audit
SMA-35045		cancelled	[smark-decision-cycle 2026-07-19 15:00] no-op: todo queue drained
SMA-35044		done	[escalation-router 2026-07-19] sweep #182 no-op — 0 fresh ESCALATE-TO-SMARK since #181
SMA-35030		done	[escalation-router 2026-07-19]
SMA-35015		in_progress	[daily-ops] Standing ops digest — done-sweeper daily report
SMA-35013		cancelled	[graph-janitor 2026-07-19]
SMA-35012		in_progress	[PAPER-TRADING] mtf_xs_pairs ETH/SOL leg — forward shadow execution with kill criteria
SMA-34986	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	[need-smark-decision: external-dependency] G5 cross-framework CV for ETH/SOL leg of mtf_xs_pairs — H3 trades.csv + ETH/SOL 2h parquet missing (routed from SMA-34966)
SMA-34985		done	[escalation-router 2026-07-18 21:37+08 · routed 1] sweep #172 — 1 fresh ESCALATE-TO-SMARK routed (SMA-34966 → SMA-34986 [need-smark-decision: external-dependency]); 11 already-routed durable skipped; 0 failed
SMA-34984		done	[smark-decision-cycle 2026-07-18 21:00] 0 resolved / 0 escalated / 0 untouched (no priority=high todo candidates >4h; idempotent vs 19:25 cycle)
SMA-34983		cancelled	[escalation-router 2026-07-18]
SMA-34982		done	[escalation-router 2026-07-18 19:37+08 · no-op] sweep #171 — 0 fresh ESCALATE-TO-SMARK markers since 18:37+08
SMA-34981		in_review	[knowledge-curator] Write 2026-07-18 knowledge snapshot for AGENTS.md + session-summary (cycle-19:22 dispatch, work-pool line 454)
SMA-34976		done	[smark-decision-cycle 2026-07-18 19:25] 0 resolved / 0 escalated / 0 untouched (no priority=high todo candidates >4h; idempotent vs 19:00 cycle)
SMA-34944	d1f4d321-98ed-459d-b3d4-ceacbde591ab	cancelled	[need-smark-decision: external-dependency] LOID × VPVR × funding — SOL coverage gap (routed from SMA-34939)
SMA-34943	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[escalation-router 2026-07-18 14:37+08] sweep — 1 fresh ESCALATE-TO-SMARK routed (SMA-34939 → SMA-34944 [need-smark-decision: external-dependency]); 6 already-routed durable skipped; 0 failed — sweep #166
SMA-34939	d1f4d321-98ed-459d-b3d4-ceacbde591ab	cancelled	Build LOID × VPVR × funding combined feature matrix + labeled training set
SMA-34935	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	U8 vpvr_options variants with REAL Deribit data
SMA-34932	d1f4d321-98ed-459d-b3d4-ceacbde591ab	cancelled	U6 vol_breakout 1m/15m BTC TF-downshift (Donchian + VPVR confluence; from iter#84 4h Sharpe 0.38 FAIL)
SMA-34930	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	U5 funding_carry ETH/SOL 1m with real data (ledger gap, picked after U4 dispatch; SOL 1m funding-carry never run on real data; ETH 1m solo untested; data available via SMA-34864)
SMA-34929	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[idle-dispatch 2026-07-18T12:33] U4 LOID/iceberg signal backtest on 15m BTC
SMA-34922	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	[BUG] framework-validate max_dd metric broken (sentinel -4.0e-06) — false W5 auto-archives of vpvr_funding family
SMA-34918	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	Set up disk quota alert for ~/multica/quant-loop/backtests at 70% + log cleanup script
SMA-34915	915627d9-d97a-440d-9e50-47c46dcb0eb6	done	Add automated OOS validation harness for strategy variants
SMA-34914	ba6b1beb-575f-4959-b19a-c5ff2c72cb0e	done	Run OOS backtest on best 3 vpvr_funding variants from framework-validate
